"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository"
"1986.311.48","False","True",327251,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","","Old Syrian","","","","","","","","","","","","","ca. 1820–1730 B.C.",-1820,-1730,"Hematite","H. 1.3 cm x Diam. .8 cm","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Syria","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327251","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.49","False","True",327252,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","","Old Syrian","","","","","","","","","","","","","ca. 1820–1730 B.C.",-1820,-1730,"Hematite","0.79 in. (2.01 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Syria","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327252","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.50","False","True",327253,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal and modern impression","Mitanni","Mitanni","","","","","","","","","","","","","ca. 1500–1350 B.C.",-1500,-1350,"Chalcedony","0.71 x 0.39 in. (1.8 x 0.99 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Syria","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327253","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.51","False","True",327254,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Mitanni","Mitanni","","","","","","","","","","","","","ca. 15th century B.C.",-1500,-1400,"Stone","0.75 in. (1.91 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Mesopotamia","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327254","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.52","False","True",327255,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Elamite","Old Elamite","","","","","","","","","","","","","ca. 20th century B.C.",-2000,-1900,"Stone","1.02 in. (2.59 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Southwestern Iran","","","","","","Stone-Cylinder Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327255","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.53","False","True",327256,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Elamite","Neo-Elamite","","","","","","","","","","","","","early 1st millennium B.C.",-1000,-539,"Stone","0.98 in. (2.49 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Iran","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327256","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.54","False","True",327257,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Achaemenid","Achaemenid","","","","","","","","","","","","","ca. 6th–5th century B.C.",-600,-400,"Calcite","0.91 in. (2.31 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Iran","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327257","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.55","False","True",327258,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal and modern impression: winged demon","Elamite","Neo-Elamite","","","","","","","","","","","","","ca. 8th–7th century B.C.",-800,-600,"Calcite","0.91 in. (2.31 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Southwestern Iran","","","","","","Stone-Cylinder Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327258","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.56","False","True",327259,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Elamite","Neo-Elamite","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Stone","0.98 in. (2.49 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Iran","","","","","","Stone-Cylinder Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327259","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.57","False","True",327260,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","","Late Uruk–Jemdet Nasr","","","","","","","","","","","","","ca. 3200–2900 B.C.",-3200,-2900,"Marble","0.75 in. (1.91 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Mesopotamia","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327260","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.58","False","True",327261,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal and modern impression: archer in a sphinx-drawn chariot attacking a rampant sphinx","Assyrian","Neo-Assyrian","","","","","","","","","","","","","ca. 9th–8th century B.C.",-900,-700,"Stone","H. 1-1/8 in. (2.8 cm) x Diam. 7/16 in. (1.1 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Syria","","","","","","Stone-Cylinder Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327261","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.59","False","True",327262,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Achaemenid","Achaemenid","","","","","","","","","","","","","ca. 5th–3rd century B.C.",-500,-200,"Stone","1.14 in. (2.9 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Iran","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327262","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.311.60","False","True",327263,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","","","","","","","","","","","","","","","n.d.a.",-3000,-500,"Stone","0.51 in. (1.3 cm)","Gift of Martin and Sarah Cherkasky, 1986","","","","","","Egypt (?)","","","","","","Stone-Cylinder Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327263","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.1","False","True",327264,"Ancient Near Eastern Art","Cup","Cup","","Early Bronze Age (?)","","","","","","","","","","","","","3rd Millennium BC (?)",-3000,-2000,"Silver","4.04 in. (10.26 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Metalwork-Vessels-Inscribed","","http://www.metmuseum.org/art/collection/search/327264","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.2","False","True",327265,"Ancient Near Eastern Art","Cup","Cup","","Early Bronze Age","","","","","","","","","","","","","ca. mid-3rd millennium B.C.",-2500,-2500,"Silver","H. 2 3/4 in. (7 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Metalwork-Vessels","","http://www.metmuseum.org/art/collection/search/327265","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.3","False","True",327266,"Ancient Near Eastern Art","Pin","Pin with four flanges","","Early Bronze Age","","","","","","","","","","","","","ca. mid-3rd millennium B.C.",-2500,-2500,"Silver","11 3/4 in. (29.8 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327266","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.4","False","True",327267,"Ancient Near Eastern Art","Pin","Pin with four flanges","","Early Bronze Age","","","","","","","","","","","","","ca. mid-3rd millennium B.C.",-2500,-2500,"Silver","10 3/4 in. (27.3 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327267","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.5","False","True",327268,"Ancient Near Eastern Art","Pendant and beads","Pendant and beads","","Early Bronze Age","","","","","","","","","","","","","ca. mid-3rd millennium B.C.",-2500,-2500,"Carnelian, lapis lazuli","1 1/2 x 1 1/2 x 29 1/2 in. (3.8 x 3.8 x 74.9 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Stone-Ornaments","","http://www.metmuseum.org/art/collection/search/327268","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.6","False","True",327269,"Ancient Near Eastern Art","Pendant and beads","Pendant and beads","","Early Bronze Age","","","","","","","","","","","","","ca. mid-3rd millennium B.C.",-2500,-2500,"Carnelian, lapis lazuli","7/8 x 7/8 x 23 1/2 in. (2.2 x 2.3 x 59.7 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Stone-Ornaments","","http://www.metmuseum.org/art/collection/search/327269","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.7","False","True",327270,"Ancient Near Eastern Art","Spiral","Spiral","","Early Bronze Age (?)","","","","","","","","","","","","","3rd Millennium BC (?)",-3000,-2000,"Silver","1 1/8 in. (2.9 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327270","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.8","False","True",327271,"Ancient Near Eastern Art","Spiral","Spiral","","Early Bronze Age (?)","","","","","","","","","","","","","3rd Millennium BC (?)",-3,-3,"Silver","1 3/16 in. (3.1 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327271","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.9","False","True",327272,"Ancient Near Eastern Art","Spiral","Spiral","","Early Bronze Age (?)","","","","","","","","","","","","","3rd Millennium BC (?)",-3000,-2000,"Silver","1 1/16 in. (2.7 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327272","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.10","False","True",327273,"Ancient Near Eastern Art","Spiral","Spiral","","Early Bronze Age (?)","","","","","","","","","","","","","3rd Millennium BC (?)",-3000,-2000,"Silver","11/16 in. (1.8 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327273","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.11","False","True",327274,"Ancient Near Eastern Art","Spiral","Spiral","","Early Bronze Age (?)","","","","","","","","","","","","","3rd Millennium BC (?)",-3000,-2000,"Silver","11/16 in. (1.7 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327274","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1986.315.12","False","True",327275,"Ancient Near Eastern Art","Spiral","Spiral","","Early Bronze Age (?)","","","","","","","","","","","","","3rd Millennium BC (?)",-3000,-2000,"Silver","11/16 in. (1.7 cm)","Gift of Jacques Chalmin and Jean-Luc Chalmin, 1986","","","","","","Syria","","","","","","Metalwork-Ornaments","","http://www.metmuseum.org/art/collection/search/327275","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
1986.453,"False","True",327276,"Ancient Near Eastern Art","Sculpture","Bust of female figure","Parthian or Roman","Parthian or Roman","","","","","","","","","","","","","ca. 2nd–3rd century A.D.",100,300,"Basalt","16.34 x 9.25 in. (41.5 x 23.5 cm)","Gift of Deborah and Jack Rosenberg, 1986","","","","","","Syria","","","","","","Stone-Sculpture","","http://www.metmuseum.org/art/collection/search/327276","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
1987.46,"False","True",327277,"Ancient Near Eastern Art","Vessel","Vessel","Mitanni","Mitanni","","","","","","","","","","","","","ca. 1280 B.C.",-1280,-1280,"Ceramic","4.76 in. (12.09 cm)","Gift of the British School of Archaeology in Iraq, 1987","","","","","","Syria","Tell Brak","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/327277","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
1987.71,"False","True",327278,"Ancient Near Eastern Art","Sculpture","Figurine","","Iron Age","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Bronze","1.93 x 0.83 in. (4.9 x 2.11 cm)","Gift of Lillian Ben-Zion, in memory of Ben-Zion, 1987","","","","","","Western Iran","","","","","","Metalwork-Sculpture","","http://www.metmuseum.org/art/collection/search/327278","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.1","False","True",327279,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","","Early Dynastic I","","","","","","","","","","","","","ca. 2900–2700 B.C.",-2900,-2700,"Stone","1.06 in. (2.69 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Mesopotamia","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327279","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.3","False","True",327281,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","","Early Bronze Age","","","","","","","","","","","","","ca. 2500 B.C.",-2500,-2500,"Stone","H. 2.7 cm x Diam. 1 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Syria","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327281","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.4","False","True",327282,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Elamite","Old Elamite","","","","","","","","","","","","","ca. 19th–18th century B.C.",-1900,-1700,"Steatite or chlorite","0.87 in. (2.21 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Southwestern Iran","","","","","","Stone-Cylinder Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327282","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.5","False","True",327283,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Babylonian","Old Babylonian","","","","","","","","","","","","","ca. 18th–17th century B.C.",-1800,-1600,"Hematite","0.94 in. (2.39 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Mesopotamia","","","","","","Stone-Cylinder Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327283","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.6","False","True",327284,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Babylonian","Old Babylonian","","","","","","","","","","","","","ca. 18th–17th century B.C.",-1800,-1600,"Hematite","1.1 in. (2.79 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Mesopotamia","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327284","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.7","False","True",327285,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal and modern impression: nude goddess before seated deity","","Old Syrian","","","","","","","","","","","","","ca. 1820–1730 B.C.",-1820,-1730,"Hematite","0.75 x 0.38 in. (1.91 x 0.97 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Levant or Syria","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327285","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.8","False","True",327286,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Mitanni","Mitanni","","","","","","","","","","","","","ca. 1500–1350 B.C.",-1500,-1350,"Chalcedony","H. 1.7 cm x Diam. 1 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Syria","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327286","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.9","False","True",327287,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Assyrian or Babylonian","Neo-Assyrian or Neo-Babylonian","","","","","","","","","","","","","ca. 9th–8th century B.C.",-900,-700,"Stone","1.22 in. (3.1 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Mesopotamia","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327287","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.10","False","True",327288,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Elamite or Babylonian","Neo-Elamite or Neo-Babylonian","","","","","","","","","","","","","ca. 8th–7th century B.C.",-800,-600,"Chalcedony","1.34 in. (3.4 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Mesopotamia or Iran","","","","","","Stone-Cylinder Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327288","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.11","False","True",327289,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Assyrian","Neo-Assyrian","","","","","","","","","","","","","ca. 9th–8th century B.C.",-900,-700,"Stone","1.54 in. (3.91 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Mesopotamia","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/327289","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.12","False","True",327290,"Ancient Near Eastern Art","Stamp seal","Stamp cylinder seal and modern impression: winged divinities with date spathes flanking a tree","Urartian","Iron Age III","","","","","","","","","","","","","ca. 8th–7th century B.C.",-800,-600,"Steatite or chlorite, blackish","Diameter: 1.22-1.29 cm
Height: 2.8 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Urartu","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327290","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.13","False","True",327291,"Ancient Near Eastern Art","Stamp seal","Pyramidal seal","","Jemdet Nasr (?)","","","","","","","","","","","","","ca. 3100–2900 B.C. (?)",-3100,-2900,"Chlorite or steatite, black","Seal face: 2.0 x 1.6 cm
Height: 0.8 cm
String Hole: 0.3 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Mesopotamia or Syria","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327291","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.14","False","True",327292,"Ancient Near Eastern Art","Stamp seal","Drilled oval hemispheroid seal","","Late Uruk–Jemdet Nasr","","","","","","","","","","","","","ca. 3500–2900 B.C.",-3500,-2900,"Marble","Depth: 4.8 cm
Height: 1.6 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Iran or Mesopotamia","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327292","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.15","False","True",327293,"Ancient Near Eastern Art","Stamp seal amulet","Drilled recumbent fox amulet seal","","Late Uruk–Jemdet Nasr","","","","","","","","","","","","","ca. 3500–2900 B.C.",-3500,-2900,"Marble, cream with red veins (?)","Seal Face: 3.59 x 2.42 cm  Fox: same
Height: 1.82 cm
String Hole: 3.0 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Iran or Mesopotamia","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327293","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.16","False","True",327294,"Ancient Near Eastern Art","Stamp seal amulet","Seal amulet in the form of a lion's head","","Late Uruk–Jemdet Nasr","","","","","","","","","","","","","ca. 3300–2900 B.C.",-3300,-2900,"Marble","Seal Face: 4.5 x 3.7 cm
Height: 1.5 cm
","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Southern Mesopotamia","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327294","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.17","False","True",327295,"Ancient Near Eastern Art","Stamp seal amulet","Drilled recumbent bovid amulet seal","","Late Uruk–Jemdet Nasr","","","","","","","","","","","","","ca. 3500–2900 B.C.",-3500,-2900,"Marble, white","1/2 × 3/4 × 1 3/16 in. (1.3 × 1.9 × 3 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Iran or Mesopotamia","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327295","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.18","False","True",327296,"Ancient Near Eastern Art","Stamp seal amulet","Drilled recumbent bovid amulet seal","","Late Uruk–Jemdet Nasr","","","","","","","","","","","","","ca. 3500–2900 B.C.",-3500,-2900,"Calcite, green","Seal Face: 1.85 x 1.2 cm  Bovid: same
Height: 1.9 cm
String Hole: 0.25 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Iran or Mesopotamia","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327296","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.19","False","True",327297,"Ancient Near Eastern Art","Stamp seal amulet","Drilled caprid amulet seal","","Late Uruk–Jemdet Nasr","","","","","","","","","","","","","ca. 3500–2900 B.C.",-3500,-2900,"Marble","Seal Face: 3.6 x 2.1 cm
Height: 0.7 cm
","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Mesopotamia or Syria","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327297","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.20","False","True",327298,"Ancient Near Eastern Art","Stamp seal","Stamp seal","","Bronze Age","","","","","","","","","","","","","2nd millennium B.C. (?)",-2000,-1000,"Azurite","0.35 in. (0.89 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Eastern Iran (?)","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327298","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.21","False","True",327299,"Ancient Near Eastern Art","Stamp seal","Scaraboid seal","Egyptian","First Intermediate Period","","","","","","","","","","","","","2150–2030 B.C.",-2150,-2030,"Stone","Seal Face: 1.35 x 1.26 cm
Height: 0.7 cm
String Hole: 0.3 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Egypt","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327299","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.22","False","True",327300,"Ancient Near Eastern Art","Stamp seal","Stamp seal: hunters and goats, rectangular pen (?)","Dilmun","Middle Bronze Age","","","","","","","","","","","","","ca. early 2nd millennium B.C.",-2000,-1750,"Steatite or chlorite","0.47 in. (1.19 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Dilmun","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327300","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.23","False","True",327301,"Ancient Near Eastern Art","Stamp seal","Hemispheroid seal","Egyptian","First Intermediate Period","","","","","","","","","","","","","2150–2030 B.C.",-2150,-2030,"Stone, glazed","Diameter: 1.47 cm
Height: 1.54 cm
String Hole: .1 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Egypt","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327301","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.24","False","True",327302,"Ancient Near Eastern Art","Stamp seal","Grooved plaque seal","Egyptian","First Intermediate Period","","","","","","","","","","","","","2150–2030 B.C.",-2150,-2030,"Bone (?)","0.2 x 0.39 x 0.47 in. (0.51 x 0.99 x 1.19 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Egypt","","","","","","Ivory/Bone-Stamp Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327302","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.25","False","True",327303,"Ancient Near Eastern Art","Stamp seal","Cowroid seal","Egyptian","New Kingdom","","","","","","","","","","","","","ca. 1479–1425 B.C.",-1479,-1425,"Stone","0.28 x 0.43 x 0.67 in. (0.71 x 1.09 x 1.7 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Egypt","","","","","","Stone-Stamp Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327303","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.26","False","True",327304,"Ancient Near Eastern Art","Stamp seal","Stamp seal","Bactria-Margiana Archaeological Complex","Bronze Age","","","","","","","","","","","","","ca. late 3rd–early 2nd millennium B.C.",-2300,-1700,"Copper alloy","0.2 x 0.33 x 1.32 in. (0.51 x 0.84 x 3.35 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Bactria-Margiana","","","","","","Metalwork-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327304","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.27","False","True",327305,"Ancient Near Eastern Art","Stamp seal","Compartmented stamp seal","Bactria-Margiana Archaeological Complex","Bronze Age","","","","","","","","","","","","","ca. late 3rd–early 2nd millennium B.C.",-2300,-1700,"Copper alloy","0.28 x 0.71 in. (0.71 x 1.8 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Bactria-Margiana","","","","","","Metalwork-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327305","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.28","False","True",327306,"Ancient Near Eastern Art","Stamp seal","Compartmented stamp seal","Bactria-Margiana Archaeological Complex","Bronze Age","","","","","","","","","","","","","ca. late 3rd–early 2nd millennium B.C.",-2300,-1700,"Copper alloy","0.18 in. (0.46 cm)","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Bactria-Margiana","","","","","","Metalwork-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327306","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.29","False","True",327307,"Ancient Near Eastern Art","Stamp seal","Scarab seal","","Dynasty 15-17, 2nd Intermediate Period, Hyksos","","","","","","","","","","","","","ca. 1700–1520 B.C.",-1700,-1520,"Stone","Seal Face: 2.21 x 1.59 cm
Height: 1.02 cm
String Hole: 0.25 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Egypt or Levant","","","","","","Stone-Stamp Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/327307","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"1987.96.30","False","True",327308,"Ancient Near Eastern Art","Stamp seal","Cowroid seal","","Dynasty 15-17, 2nd Intermediate Period, Hyksos","","","","","","","","","","","","","ca. 1700–1520 B.C.",-1700,-1520,"Stone","Seal Face: 1.61 x 1.01 cm
Height: 0.55 cm
String Hole: 0.2 cm","Gift of Martin and Sarah Cherkasky, 1987","","","","","","Egypt","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/327308","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
