Handle,Call number,Accession number,Creator,Title,Variant Titles,Place of origin,Publisher,"Date, created","Date, depicted","Date, key",Physical description,Materials,Language,Language of cataloging,Notes,Abstract,Associated Names,"Subject, topic","Subject, geographic","Subject, geographic code",Period/Style,Culture,Scale,Projection,Coordinates,Genre,Type of resource,Yale Collection,Original Repository,Access Restrictions,Rights,OrbisBibID,Orbis Barcode,Finding Aid,Related Exhibit or Resource,Classroom use,"Part of, group","Note, extended",Handle,_Filename,Job Information,Gallery,Citation,Digital format,Donor,Vendor,Previous Call Number,Series,Fund Code,Price,Memoranda,Order Type,Date to Cataloging,Date returned to Beinecke,Monograph Titles,Monograph Volumes,Serial Titles,Serial Volumes,Ephemera,Manuscript items,Manuscript Linear Feet,Non-book format,Accession Material,Accession auto number,ISBN,ISSN,Item Permission ,Keywords,Studio Notes,"Subject, local",Digital Collection,Order Type,"Date, Created ISO",Other Dates,Tribe,Events,Placeholder,Content Type,"Coordinates, West bounding","Coordinates, East bounding","Coordinates, North bounding","Coordinates, South bounding","Subject, hierarchical geographic -- Country","Subject, hierarchical geographic -- State","Subject, hierarchical geographic -- County","Subject, hierarchical geographic -- City","Subject, hierarchical geographic -- City Section",Copyright Date,Purpose,Related Link,Funding source,EAD Snippet,Complex Hierarchy,MDfive Checksum,Breadcrumb trail,int Start Year,int End Year,Number of Scans,HYDRA - embed tag,HYDRA - embed tag note,FindIT View Type
http://hdl.handle.net/10079/digcoll/186961,Manuscript Arabic 7,QFAT1811,"Avicenna, 980-1037 |ابن سينا، 980-1037 ",al-Qānūn fī ṣināʻat al-ṭibb / [Ibn Sīnā],Qānūn fī al-ṭibb. Selections|Qānūn fī ḥadd al-ṭibb|العنوان في الورقة 1b:|القانون في صناعة الطب / [ابن سينا]|قانون في الطب. مختارات,S.l.,s.n.,1811,,,[242] leaves ; 29 cm.,,Arabic ,,"Arabic.|Covers book 1 and 2 only. Book 2 misbound before book 1 (121, 121 leaves). Copied in various naskh hands. The date probably 1226 H/1811 M. The written surface measures 13.5x21 cm. Some marginalia. Contains dozen or so crude drawings in the margin. The paper is light brown and glazed. Some loss of text. The leather binding had no flap.|Gift of Harvey Cushing. Purchased from Dr. Saʻīd Kurdustānī.|Manuscript.",,,"Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6652963,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/6652963,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1811-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/190567,Incunabula ++A-1428 (Goff),ACML1498,"Avicenna, 980-1037 |Desparts, Jacques, ca. 1380-1458 |Gherardo, da Sabbioneta, 13th cent |Ponceau, Jacques ","Canon medicinae [Libri I and III, part 1 only].",,Lyon,"Johannes Trechsel, completed by Johannes Clein",24 December 1498,,,"[452, 380] leaves ; 43 cm.",,Latin ,,"Translated by Gerardus Cremonensis (or rather Gerardus Sablonetanus), with commentary by Jacobus de Partibus and additions by Johannes Lascaris; edited by Jacques Ponceau.|Yale Med has a contemporary German binding. Described by Scott Husby, 2010.|Yale Med has volumes I and III, part 1, as described in Goff 1438.",,,"Incunabula in Yale Library |Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4029225,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4029225,,,,Hain 2214|Klebs 131.13|Pellechet 1668|Proctor 8616,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1498-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/177851,17th Cent Digby,KNAM1592,"Digby, Kenelm, Sir, 1603-1665 |Idrīsī, ca. 1100-1166 |ادريسي ",Kitāb Nuzhat al-mushtāq ...,De geographia universali ... Hortus cultissimus|Nuzh́at al-mushtāq fī ikhtirāq al-āfāq. 1592|كتاب نزهة المشتاق ...|نزهة المشتاق في اختراق الآفاق. ١٥٩٢.,Romae,In Typographia Medicea,1592,,,[326] p. ; 24 cm.,,Arabic ,,Signatures (marked in Arabic): 1-41⁴ (41₄ blank)|Some copies have title in Arabic and Latin: ... De geographia universali ... Hortus cultissimus ...|Title and text within ornamental border.,,,"Arabic language--Texts |Printing--Specimens--Italy, 16th cent., Rome, Typographia Medicea, 1592 ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1130053,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1130053,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1592-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/178532,17th cent Boyle 256a,HGDV1660,"Grotius, Hugo, 1583-1645 |Grotius, Hugo, 1583-1645. De veritate religionis Christianae |Pococke, Edward, 1604-1691 ",Hugo Grotius De veritate religionis Christianae.,De veritate religionis Christianae|Kitab fi sihhat al-shari a al-masihiyya.|Sihhat al-shari a al-masihiyya.,Oxonii,excudebat Gulielm. Hall,1660,,,"4 p.l., 7-180, [7], 227, [2], 1 l. p. ; 15 cm.",,Arabic ,,"BEIN 1971 233:  Bound in 2 vols. Imperfect: half-title wanting. Autograph of Andersone. Autograph of Godwill.|Signatures: v. 1: A-M8 (M8 blank) A-O8P2Q2 (Q2 blank); v. 2: a-z8aa4 (aa4 blank).|The Arabic text without book 4 translated by Edward Pococke, and printed at the expense of the Hon. Robert Boyle.",,Godwill--Autograph ,Apologetics--Early works to 1800 |Apologetics--History--17th century |Indifferentism (Religion)--Early works to 1800 ,,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1315045,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1315045,,,,Madan 2498|Wing G2102,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1660-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/173263,Classics,LCTM1522,"Avicenna, 980-1037 |Champier, Symphorien, 1472?-ca. 1535 |Gherardo, da Cremona, 1113 or 14-1187 |Gherardo, da Sabbioneta, 13th cent |Rustico, Pietro Antonio, fl. 1486-1522 ",[Liber canonis totius medicine ab Avicenna excussus a Gerardo Cremonensi ab Arabica lingua in Latinam reductus. Et a Petro Antonio Rustico ... castigarus: necnon a Symphoriano Camperio ... annotationibus terminisque Arabisis et eorum expositionibus nuper,,Lugduni,J. Myt,1522,,,"9 p. l., 130, 401-453 l. 21 cm.",,Latin ,,This translation is attributed by some authorities to Gerardus Sablonetus rather than to Gerardus Cremonensis the elder.|Title-page lacking. Title taken from Hunter.,,,"Medicine, Arab ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1835057,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1835057,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1522-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/1084326,Manuscript Persian 23,,"Yazdī, al-Muṭahhar ibn Muḥammad, fl. 1184 |يزدي، المطهر بن محمد، fl. 1184 ",Faraḥ nāmah / Abū Bakr al-Muṭahhar ibn Abī al-Qāsim ibn Abī Saʻīd al-Jamālī maʻrūf bih Yazdī.,"ʻAjāʾib al-dunyā|ʻAjāyib al-dunyā|Book of animals, plants and stones|عجائب الدنيا|عجايب الدنيا|فرح نامه / أبو بكر المهطر بن أبي القاسم بن أبي سعيد الجمالي المعروف به يزدي.",[د.م. : د.ن.، ؟--16]|S.l,s.n.,ca. 1600-1700,,,156 leaves: col. Ill.; 31 cm,,Arabic |Persian ,,"Copied in 11th/17th cent., in large taʻlīq; written surface measures 14x24 cm., 14 lines per page. Illuminated with detailed multicolored illustrations of animals, birds, plants, stones and humans. Mounted unto thin yellow paper. Worming affecting text is crudely patched. European linen binding is gilt stamped. Ref.: BMP p. 465b; Fonahn, Zur Quellenkunde, # 287. Printed Lucknow 1282/1865. Acquired: June, 1951.|Manuscript.|Persian.|Previously available as part of the AMEEL database.",,,Botany--Pre-Linnean works |Minerals--Early works to 1800 |Natural history--Pre-Linnean works |Precious stones--Early works to 1800 |Zoology--Pre-Linnean works ,,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6662922,,,,,,,http://hdl.handle.net/10079/bibid/6662922,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1600-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,National Endowment for the Humanities (NEH) ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/1084328,Manuscript Arabic 2,,"Harawī, Muḥammad ibn Yūsuf, 16th cent |Kāshānī, Muḥammad ibn Aḥmad, fl. 1601 |كاشاني، محمد بن أحمد، fl. 1601 |هروي، محمد بن يوسف، 16th cent ",Jawāhir al-lughah / Muhammad ibn Yūsuf al-Ṭabīb al-Harawī.,Baḥr al-jawāhir|Jawāhir al-lughah fī lughat al-ṭibb|بحر الجواهر|جواهر اللغة / محمد بن يوسف الطبيب الهروي.|جواهر اللغة في لغات الطب,[د.م. :د.ن.]،1601|S.l.,s.n.,1601,,,"244 leaves, bound, (16 lines) : paper ; 19 cm.",,Arabic ,,"""Tamma taḥrīruhu ʻalá yad ... Muhammad ibn Yūsuf al-Ṭabīb al-Harawī fī yawm al-tāsiʻ min Shawwāl sanat arbaʻ wa-ʻishrīn wa-tisʻimiʾah [14 October 1518] ... Waqaʻa al-farāgh min tanmīqihi ... fī yawm al-Arbiʻāʾ al-thāmin ʻashar min shahr Dhī al-Ḥijjah al-ḥarām sanat tisʻ wa-alf [20 June 1601] ...Muḥarriruh ... Amīn al-Dīn Muḥammad ibn Aḥmad ibn ʻAlī al-Ṭabīb al-Kāshānī ... ""--Colophon.|Alphabetical arrangement, lamenata in red. Light brown and glazed laid paper. Modern leather binding.|Arabic.|Author's name given on fol. 1b.|Caption title on fol. 1b in a different hand: Baḥr al-jawāhir lil-Imām al-Damīrī.|Clear, medium size naskh (12 x 18.2 cm).|Gift of Harvey Cushing.|Manuscript.|Medical dictionary arranged alphabetically, covering anatomical and pathological terms and concepts, and medicinal substances.|No title page; title taken from fol. 2a.|Previously available as part of the AMEEL database.|Title on fol. 1a: Jawāhir al-lughah fī lughat al-ṭibb (written in a different hand).",,,"Medicine, Arab--Dictionaries--Arabic ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6764007,,,,,,,http://hdl.handle.net/10079/bibid/6764007,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1601-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,National Endowment for the Humanities (NEH) ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/1087144,Manuscript Arabic 5,,"Avicenna, 980-1037 |ابن سينا، 980-1037 ",Kitāb al-Qānūn fī al-ṭibb / taʾlīf Abī ʻAlī al-Ḥusayn ibn ʻAbd Allāh al-Ḥasan ibn ʻAlī ibn Sīnā.,Qānūn fī al-ṭibb. 1597|قانون في الطب. 1597|كتاب القانون في الطب / تأليف أبي علي الحسين بن عبد الله الحسن بن علي ابن سينا.,[د.م. :د.ن.]،1006 [1597]|S.l.,s.n.,1597,,,505 leaves ; 31 cm.,,Arabic ,,"""Istaktabahu al-faqīr ilá mawlāhu ʻAbd al-Karīm al-Quṭbī [?] al-Ḥanafī ghafar [...] sanat 1006""--T.p.|""Tamma al-juzʾ al-thānī min Kitāb al-Qānūn. Wa-bi-tamāmihi tammat al-kutub al-khamsah al-mushtamilah ʻalá al-Qānūn wa-dhalika fī al-ʻishr al-awsaṭ min Ṣafar min sanat sanat ithnayn wa-tisʻīn wa-sitimiʾah [25 January 1293] ... Wa-kāna al-farāgh min kitābat hādhihi al-naskhah al-mubārakah fī awāʾil shahr Rabīʻ al-Awwal sanat sitt baʻda al-alf [13 October 1597] ...""--Colophon.|Copied in medium sized naskhi script, 21.5 x 31 cm. Writing surface 14.7 x 22.5 cm. Text is gilt ruled 39 lines to page. Catchwords and headings in red, blue and gold. The leather binding is gilt stamped.|Gift of Harvey Cushing, July 30 1929. Purchased from Dr. Saʻīd Kurdustānī.|Previously available as part of the AMEEL database.|Two leaves of notes in Arabic and Persian at end.",,,"Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6764000,,,,,,,http://hdl.handle.net/10079/bibid/6764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1597-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,National Endowment for the Humanities (NEH) ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/1083783,Manuscript Arabic 1,,"Averroës, 1126-1198. Sharḥ Urjūzat Ibn Sīnā fī al-Ṭibb |Thābit ibn Qurrah al-Ḥarrānī, d. 901 |ابن رشد، 1126-1198. شرح أرجوزة ابن سينا في الطب |ثابت بن قرة الحراني، d. 901 ",Kitāb al-Dhakhīrah / Thābit ibn Qurrah.,Dhakhīrah|ذخيرة|كتاب الذخيرة / ثابت بن قرة.,[د.م. :د.ن.،--15]|S.l.,s.n.,15--?,,,"156 leaves, bound, (16 lines) :paper ; 26 cm.",,Arabic ,,"Arabic.|Bound with: Sharḥ Urjūzat Ibn Sīnā fī al-ṭibb / li-Abī al-Walīd Muḥammad ibn Aḥmad ibn Rushd.|Gift of Harvey Cushing.|Manuscript.|Neat medium size naskh, 15 x 25.5 cm. Written surface: 8 x 17.5 cm. Some interlinear and marginal corrections. Catchwords on bottom of page. Off-white paper is glazed. Leather binding flap is blind stamped. Contains 31 chapters, starting with hygiene and ending with sexual intercourse.|No title page. Title from fol. 1b",Previously available as part of the AMEEL database.,"Avicenna,--980-1037.--Urjūzah fī al-ṭibb ","Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6764021,,,,,,,http://hdl.handle.net/10079/bibid/6764021,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1500-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,National Endowment for the Humanities (NEH) ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/1084327,Manuscript Arabic 8,,"Galen |Ḥunayn ibn Isḥāq al-ʻIbādī, 809?-873 |جالينوس |حنين بن إسحق العبادي، 809?-873 ",Kitāb Jālīnūs fī ʻamal al-tashrīḥ / tarjamat Ḥunayn ibn Isḥāq.,Fī ʻamal al-tashrīḥ|في عمل التشريح|كتاب جالينوس في عمل التشريح / ترجمة حنين بن إسحق.,[د.م. :د.ن.]،939 [1532 أو 1533]|S.l.,s.n.,939|ca. 1532-1533,,,99 leaves  20 cm.,,"Arabic |Greek, Ancient (to 1453) ",,"""Tammat al-maqālah al-thālithah min Kitāb Jālinūs fī ʻamal al-tashrīḥ""--Colophon.|Arabic.|Date of copying 939 H/1532 or 1533 M (but more likely 12/18 cent.)|In neat, medium size naskh; 10.5x18.5 cm.; the written surface measures 6.5x13 cm., 17 lines per page. Paper is brittle, light brown with some glazing.|Manuscript.|Previously available as part of the AMEEL database.",,,Human anatomy--Early works to 1800 ,,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6652762,,,,,,,http://hdl.handle.net/10079/bibid/6652762,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1532-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,National Endowment for the Humanities (NEH) ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/1084329,Manuscript Arabic 10,,"Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925? |Sulaymān I, Shah of Iran, 1658 or 9-1694 |رازي، أبو بكر محمد بن زكريا، 865?-925? |سليمان I، شاه إيران، 1658 or 9-1694 ",Kitāb al-Ḥāwī / [li-Abī Bakr Muḥammad ibn Zakarīyā al-Rāzī],"Al Háwí ""Continens"" of Rází|Continens|Ḥāwī|حاوي|كتاب الحاوي / [لأبي بكر محمد بن زكريا الرازي]",[إيران :د.ن.،1674؟]|Iran,s.n.,1674?,,,343 leaves ; 39 cm.,,Arabic ,,"Arabic.|In rather small naskh. Copied by the order of Sulaymān, the Shah of Iran (1666-1694) for his chief physician Muḥammad Riẓā Ḥakīm. The written surface measures 15x28.5 cm., 39 lines per page. Few marginalia; red used in catchwords and headings. Small blue and gold ʻunwān. Paper is glazed. The leather binding is blind stamped. Bigins with: Fī al-saktah wa-al-fālij. Ends with: ""Tamm al-jurū[ḥ] min Kitāb al-Ḥawī"".|Manuscript.|Previously available as part of the AMEEL database.",,,"Medicine, Arab ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6653891,,,,,,,http://hdl.handle.net/10079/bibid/6653891,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1674-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,National Endowment for the Humanities (NEH) ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/1085640,Manuscript Arabic 4,,"Majūsī, ʻAlī ibn al-ʻAbbās, 10th/11th cent |مجوسي، علي بن عباس، 10th/11th cent ",Kitāb Kāmil al-ṣināʻah al-ṭibbīyah : al-maʻrūf bi-al-Malakī / taʾlīf ʻAlī ibn al-ʻAbbās.,Kāmil al-ṣināʻah al-ṭibbīyah|Malakī|كامل الصناعة الطبية|كتاب كامل الصناعة الطبية / تأليف علي بن العباس.|ملكي,[د.م. : د.ن.، ؟1437]|S.l.,s.n.,1437?,,,497 leaves ; 28 cm.,,Arabic ,,"Arabic.|Copied in clear small naskh. 17 x 27 cm. The written surface measures 10.7 x 19.7 cm. Text ruled with blue and gold lines. 29 lines per page. Catchwords on bottom of page. Headings and other catchwords in red. Laid paper is light brown and glazed. The leather binding has no flap. Consists of 2 juzʾ each of which consists of 10 maqālah. Table of contents precedes the text.|Date in colophon, 841 H. (1437 or 1438 M.), is questionable. It is added at the end of the text in a different hand.|Gift of Harvey Cushing in 1939, who acquired it from Saʻd̄ Kurdustānī (Correspondence included in ms.).|Manuscript.|Previously available as part of the AMEEL database.",,,"Medicine, Arab ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6763990,,,,,,,http://hdl.handle.net/10079/bibid/6763990,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1437-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,National Endowment for the Humanities (NEH) ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/1085653,Manuscript Arabic 22,,,[Majmūʻ ṭibbī],[مجموع طبي],[د.م. : د.ن.، ؟--16]|S.l.,s.n.,ca. 1600-1700,,,[463] leaves ; 26 cm.,,Arabic ,,"""Baʻda ḥamd Allāh ʻazza wa-jall ... fa-qad rattabtu hādhā al-kitāb ʻalá arbaʻat funūn ...""|Arabic.|Manuscript.|Previously available as part of the AMEEL database.|Untitled medical text in nestaʻlīq script. 463 folios, 26x16 cm., 9 lines per page. Written surface measures 8.5x15 cm. Main text in Arabic, some notes in Persian. The manuscript is difficult to date since the colophon is missing. Old red leather binding with some pieces replaced at some time in the past and colored to match. Author unknown. The introduction states that the treatise consists of four chapters: (1) On the basic principles of classification of medical sciences; (2) On medication and nutrition; (3) On diseases that infect certain body parts; and (4) On diseases that infect other body parts. A printed note, probably clipped from an old catalog, is mounted on the last blank page states: ""A very fine and unpublished Persian [sic] manuscript on medicine in red leather binding of 17th century."" It is certainly in nice condition, but we cannot vouch for ""unpublished"" or ""17th century.""",,,"Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6787162,,,,,,,http://hdl.handle.net/10079/bibid/6787162,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1600-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,National Endowment for the Humanities (NEH) ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/1088637,Manuscript Persian S-8|QM21 .I263 1709,,"Ibn Ilyās, Manṣūr ibn Muḥammad, fl. 1384 |‏ابن إلياس، منصور بن محمد،‏ ‏fl. 1384 ",Tashrīh-i Manṣūrī / Manṣūr ibn Muḥammad ibn Ilyās.,Tashrīḥ-i badan-i insān|‏تشريح بدن إنسان.|‏تشريح منصوري /‏ ‏منصور بن محمد بن إلياس.,India?,s.n.,1709,,,36 leaves : col. ill. ; 31 cm.,,Persian ,,"An illustrated treatise on human anatomy, usually referred to as Tashrīh-i Mansūrī (Mansūr's Anatomy) Copied 14 Muḥarram 1121? H/March 27, 1709 in large nastaʻlīq. The 35 folios measure 20.2 cm x 30 cm. The written surface measures 13.5 cm x 23.5 cm, 14 lines to page. Contains 4 anatomical, multicolor illustrations. The wove paper is of brown color. Modern buckram binding. Incipit: ""Rabbi yassir. Bismi Allāh al-Raḥmān al-Raḥīm. Wa-timm bi-khayr."" End: Taḥrīr fī al-tārīkh 14 Muḥarram al-ḥarām, sanat 3 julūs-i Pādishāh Shāh Bahādur, khallada Allāh mulkahu."" Provenance: John F. Fulton, June 19, 1951. Call no.: Or. Persian Ms. S-8.|Manuscript.|Persian.|Previously available as part of the AMEEL database.",,,Human anatomy--Early works to 1800 ,,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",7756085,,,,,,,http://hdl.handle.net/10079/bibid/7756085,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1709-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,National Endowment for the Humanities (NEH) ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/1088639,Manuscript Arabic 11,,"Ibn Jazlah, Yaḥyá ibn ʻĪsá, d. 1100 |ابن جزلة، يحيى بن عيسى، d. 1100 ",Taqwīm al-abdān / rattabahu Yaḥyá ibn ʻĪsá ibn ʻAlī ibn Jazlah.,Taqwīm al-abdān fī tadbīr al-insān|تقويم الأبدان / رتبه يحيى بن عيسى بن علي بن جزلة.|تقويم الأبدان في تدبير الإنسان,[د.م. :د.ن.،؟--15]|S.l. :s.n.,s.n.,ca. 1500-1600?,,,92 leaves: tables; 29 cm,,Arabic ,,"Arabic.|Manuscript.|Previously available as part of the AMEEL database.|Theraputics in form of tables copied ca. 10th cent. H./16th CE in clear naskh and nastaʻlīq in medium size and large thulth in headings; measures 20.5x28 cm.; written surface 18x25; 27 lines per page; laid paper is beige and lightly glazed; some text loss on lower right side fols. 80 to end; damp stained title page pasted over. Cardboard binding; Ref. GAL I 485; 8 # 1; Ullmann, Medizin p. 160. Provenance: Cushing Arabic Ms. 11.",,,"Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6694926,,,,,,,http://hdl.handle.net/10079/bibid/6694926,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1500-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,National Endowment for the Humanities (NEH) ,,,,,,,,,,
